Nordic_number,Stockout_start,Stockout_end
483641,2019-11-18,2019-11-18
483641,2019-12-20,2020-01-14
483641,2020-02-28,2020-03-05
483641,2020-03-13,2020-03-20
483641,2020-04-07,2020-04-15
483641,2020-04-21,2020-04-23
483641,2020-04-28,2020-04-28
483641,2020-04-30,2020-05-20
483641,2020-09-08,2020-09-08
483641,2020-09-18,2020-09-24
483641,2020-09-28,2020-10-22
483699,2018-06-06,2018-06-07
483699,2018-06-13,2018-06-14
483699,2018-11-19,2018-11-19
483699,2020-06-03,2020-06-12
483699,2020-08-25,2020-08-31
483699,2020-09-29,2020-12-07
483783,2019-01-04,2019-01-18
483783,2019-01-28,2019-01-28
483783,2019-02-11,2019-02-22
483783,2019-07-24,2019-07-26
483783,2019-08-12,2019-08-14
483783,2019-09-10,2019-10-25
483783,2019-11-19,2019-12-02
483901,2018-11-08,2018-12-03
483901,2018-12-20,2018-12-27
483901,2019-01-08,2019-01-10
483901,2019-11-01,2019-11-01
483901,2020-09-14,2020-09-28
483901,2020-10-01,2020-10-07
483901,2020-10-13,2021-01-06
483902,2020-06-11,2020-06-11
483903,2019-03-12,2019-04-05
483903,2019-08-12,2019-08-14
483903,2020-07-15,2020-07-16
483934,2019-08-12,2020-02-18
483934,2020-02-21,2020-08-20
483934,2020-08-31,2021-01-06
483952,2018-01-01,2018-02-13
483952,2019-10-21,2019-10-21
483952,2019-11-18,2019-11-18
483952,2019-12-30,2020-02-07
483952,2020-06-16,2020-07-10
483995,2019-09-02,2020-05-06
483995,2020-09-21,2020-12-07
484028,2019-10-30,2019-11-01
484120,2018-06-07,2018-06-12
484120,2019-05-03,2019-05-27
484120,2020-05-15,2020-05-22
484120,2020-06-16,2020-06-25
484120,2020-07-17,2020-08-04
484120,2020-08-12,2020-08-19
484120,2020-09-07,2020-09-07
484120,2020-09-25,2020-10-20
484135,2018-01-01,2018-04-23
484135,2018-05-24,2018-05-24
484135,2018-06-07,2018-07-02
484135,2018-07-04,2018-11-14
484135,2019-02-12,2019-03-19
484135,2019-06-03,2019-06-17
484135,2019-07-15,2020-03-25
484135,2020-05-19,2020-08-17
484205,2018-08-28,2018-10-04
484205,2018-10-09,2018-10-09
484205,2018-10-31,2018-10-31
484205,2019-05-08,2019-05-22
484205,2019-06-13,2019-06-14
484205,2019-08-26,2019-09-06
484227,2019-04-12,2019-04-12
484227,2020-02-17,2020-03-27
484238,2019-09-04,2019-09-04
484238,2020-03-16,2020-04-03
484298,2019-05-21,2019-06-14
484298,2019-07-02,2019-07-05
484298,2019-07-17,2019-09-19
484298,2019-10-07,2019-10-07
484298,2019-11-01,2019-12-16
484366,2018-06-07,2018-06-07
484366,2018-07-04,2018-07-23
484366,2018-07-31,2018-08-16
484366,2018-08-27,2018-09-07
484366,2018-10-22,2018-11-02
484366,2019-07-17,2019-10-01
484366,2019-10-03,2019-10-03
484366,2019-10-07,2019-10-07
484366,2019-10-09,2019-10-18
484366,2020-02-05,2020-02-07
484422,2018-05-28,2018-05-28
484422,2018-06-01,2018-06-06
484422,2018-07-31,2018-08-03
484422,2018-08-14,2018-08-20
484422,2018-08-24,2018-08-28
484422,2019-02-12,2019-02-14
484422,2019-02-26,2019-04-09
484422,2019-05-02,2019-05-02
484422,2019-05-21,2019-05-22
484422,2019-05-31,2019-06-03
484422,2019-11-05,2019-11-29
484422,2019-12-17,2019-12-23
484422,2019-12-30,2020-01-24
484422,2020-03-12,2020-03-18
484441,2018-01-31,2018-01-31
484441,2018-02-05,2018-02-06
484441,2018-04-05,2018-04-06
484441,2018-04-10,2018-06-29
484572,2018-04-13,2018-04-17
484572,2019-07-10,2019-08-28
484604,2019-05-10,2019-06-14
484604,2020-07-13,2020-07-13
484604,2020-07-17,2020-07-29
484604,2020-07-31,2020-08-17
484604,2020-09-09,2020-09-09
484604,2020-09-16,2020-09-28
484614,2020-04-03,2020-04-06
484614,2020-04-20,2020-12-07
484618,2018-06-19,2018-07-11
484618,2019-11-01,2019-11-01
484618,2019-11-18,2019-11-18
484618,2020-05-27,2020-08-31
484656,2019-01-09,2019-02-26
484656,2020-01-23,2020-01-23
484656,2020-01-30,2020-01-30
484656,2020-06-03,2020-07-01
484676,2020-04-01,2020-04-15
484676,2020-05-25,2020-05-27
484676,2020-06-01,2020-06-01
484676,2020-06-16,2020-06-16
484676,2020-06-22,2020-06-22
484676,2020-06-24,2020-06-24
484676,2020-07-13,2021-01-06
484694,2019-01-22,2019-01-25
484694,2019-03-01,2019-03-01
484696,2018-02-13,2018-02-13
484696,2019-11-26,2019-12-09
484696,2020-05-18,2020-06-09
484696,2020-06-15,2020-08-17
484701,2018-05-03,2018-06-22
484701,2018-08-28,2018-08-28
484701,2019-03-20,2019-03-20
484701,2020-07-13,2020-07-13
484812,2018-09-03,2018-10-05
484812,2020-07-28,2020-10-07
484812,2020-12-10,2020-12-21
484838,2019-08-23,2019-09-16
484838,2019-10-29,2019-11-14
484838,2020-09-22,2020-10-22
484838,2020-10-26,2020-10-26
484838,2020-10-30,2020-10-30
484838,2020-12-10,2021-01-06
484845,2018-05-23,2018-06-07
484845,2018-12-17,2018-12-28
484845,2019-03-25,2019-03-25
484845,2019-04-01,2019-05-03
484845,2019-05-07,2019-05-07
484845,2019-05-13,2019-05-15
484845,2019-05-21,2019-06-17
484845,2019-07-01,2019-07-15
484845,2019-07-25,2019-07-29
484845,2019-09-03,2019-09-04
484845,2019-09-09,2019-09-09
484845,2019-09-13,2020-01-10
484845,2020-06-26,2020-07-07
484845,2020-08-24,2020-10-16
484846,2019-03-14,2019-03-14
484846,2019-06-06,2019-06-06
484846,2019-06-11,2019-06-11
484846,2019-10-18,2019-10-18
484846,2020-01-06,2020-01-07
484903,2020-10-07,2020-10-07
484918,2018-01-01,2018-03-23
484918,2018-04-04,2018-12-12
484918,2018-12-18,2019-04-12
484918,2019-04-17,2019-04-22
484918,2019-04-29,2019-12-27
484936,2018-01-01,2018-01-12
484936,2018-01-30,2018-02-13
484936,2018-02-27,2018-03-02
484936,2018-05-08,2018-05-15
484936,2018-08-20,2018-09-03
484936,2019-06-07,2019-07-01
484936,2019-08-26,2019-08-26
484936,2020-04-06,2020-04-06
484936,2020-05-13,2020-05-13
484936,2020-05-15,2020-05-20
484936,2020-07-27,2020-07-28
484969,2018-01-16,2018-02-09
484989,2019-11-20,2019-11-29
484989,2020-01-15,2020-01-15
484989,2020-01-20,2020-01-27
484989,2020-02-13,2020-03-05
485006,2018-03-27,2018-03-27
485006,2018-07-06,2018-07-09
485006,2018-07-11,2018-07-12
485006,2018-09-14,2018-09-17
485006,2018-12-04,2018-12-27
485006,2019-02-13,2019-02-22
485006,2019-05-27,2019-05-28
485006,2019-06-03,2019-06-04
485006,2019-06-13,2019-08-05
485006,2019-09-10,2019-09-11
485049,2018-10-22,2018-12-14
485049,2018-12-18,2018-12-18
485049,2019-03-08,2019-05-03
485049,2019-05-21,2019-08-01
485049,2019-08-13,2019-08-15
485049,2019-09-06,2019-10-15
485049,2019-11-12,2019-11-13
485049,2020-02-10,2020-12-21
485067,2019-11-13,2019-12-03
485067,2020-10-02,2021-01-06
485106,2018-12-07,2019-11-18
485106,2019-11-22,2019-11-22
485106,2019-11-29,2019-12-02
485106,2019-12-13,2020-01-24
485106,2020-03-23,2020-03-23
485106,2020-04-07,2020-05-06
485106,2020-05-14,2020-06-25
485106,2020-10-30,2020-10-30
485106,2020-11-24,2021-01-06
485302,2018-10-10,2018-11-12
485302,2019-10-03,2019-10-03
485302,2019-10-15,2019-10-18
485340,2018-03-08,2018-05-04
485376,2018-03-14,2018-03-14
485376,2018-07-04,2018-07-18
485376,2018-07-26,2018-08-22
485376,2018-09-05,2018-09-10
485376,2018-10-10,2018-10-12
485376,2019-03-08,2019-03-08
485376,2020-05-29,2020-06-02
485376,2020-06-04,2020-06-08
485376,2020-06-12,2020-06-12
485376,2020-10-02,2020-10-02
485398,2020-10-22,2020-10-23
485408,2018-03-23,2018-04-17
485408,2018-05-08,2018-06-25
485408,2018-12-17,2019-01-10
485408,2020-02-14,2020-03-16
485408,2020-03-31,2020-04-01
485472,2020-12-03,2020-12-07
485473,2018-03-06,2018-03-06
485473,2018-03-08,2018-03-19
485473,2018-04-10,2018-04-12
485473,2018-08-13,2018-08-20
485473,2019-05-21,2019-09-20
485505,2020-04-29,2020-04-29
485505,2020-05-20,2020-07-07
485505,2020-07-09,2021-01-06
485506,2018-01-09,2018-01-09
485506,2018-02-26,2018-03-01
485506,2018-06-20,2018-06-25
485506,2020-02-07,2020-02-07
485506,2020-04-06,2020-04-15
485506,2020-05-04,2020-05-04
485506,2020-05-06,2020-05-07
485512,2018-08-02,2018-08-07
485512,2018-08-17,2018-08-17
485549,2018-05-01,2018-05-02
485549,2020-06-01,2020-06-01
485549,2020-10-02,2020-10-05
485593,2019-02-12,2019-02-22
485651,2018-04-17,2018-04-17
485651,2018-05-01,2018-05-03
485651,2018-07-17,2018-07-18
485651,2018-08-06,2018-08-06
485651,2018-08-08,2018-08-15
485651,2018-08-23,2018-08-23
485651,2019-05-06,2019-05-16
485651,2019-06-04,2019-06-04
485651,2019-06-13,2019-06-14
485651,2019-06-18,2019-07-24
485651,2019-08-21,2019-08-22
485651,2019-08-27,2019-09-06
485651,2019-09-23,2019-11-15
485687,2018-08-16,2018-09-03
485687,2018-09-25,2018-10-19
485703,2020-03-30,2020-04-08
485703,2020-04-15,2020-05-06
485740,2018-09-10,2018-09-10
485740,2018-09-12,2018-09-12
485799,2018-06-13,2018-06-15
485799,2019-10-04,2019-10-16
485799,2020-06-10,2020-07-22
485805,2019-03-08,2019-03-08
485805,2019-05-20,2019-05-20
485805,2019-05-22,2019-05-23
485805,2019-05-27,2019-05-27
485805,2019-12-16,2020-02-07
485805,2020-03-11,2020-03-25
485805,2020-05-06,2020-05-07
485805,2020-05-13,2020-05-18
485817,2018-01-01,2018-01-12
485838,2018-10-12,2018-11-13
485838,2020-07-27,2020-07-27
485838,2020-09-25,2020-10-09
485838,2020-10-14,2020-10-14
485863,2018-10-02,2018-10-10
485863,2020-03-24,2020-05-06
485863,2020-05-18,2021-01-06
485946,2020-02-06,2020-02-10
485946,2020-02-12,2020-08-07
485996,2018-03-05,2018-05-24
485996,2019-01-10,2019-02-08
485996,2019-03-25,2019-11-19
485996,2020-06-12,2020-06-15
485999,2020-10-20,2020-10-20
485999,2020-10-30,2020-10-30
485999,2020-11-04,2020-11-04
485999,2020-11-10,2020-11-10
485999,2020-11-27,2021-01-06
486004,2019-01-03,2019-01-03
486021,2018-01-03,2018-01-03
486021,2018-01-09,2018-01-10
486021,2018-01-15,2018-02-26
486021,2018-03-06,2018-03-08
486021,2019-07-01,2019-07-08
486021,2019-11-26,2019-11-29
486021,2019-12-03,2020-02-07
486021,2020-06-03,2020-08-13
486057,2018-02-07,2018-02-26
486057,2018-03-21,2018-03-28
486057,2018-04-16,2018-11-26
486057,2019-10-17,2019-12-09
486057,2019-12-18,2019-12-18
486057,2019-12-20,2020-01-22
486057,2020-01-24,2020-01-24
486057,2020-12-15,2021-01-06
486062,2018-01-16,2018-01-18
486062,2018-02-22,2018-02-22
486062,2018-02-26,2018-02-26
486062,2018-02-28,2018-03-01
486062,2018-03-09,2018-07-13
486072,2019-12-23,2019-12-27
486133,2018-02-19,2018-02-23
486200,2018-11-06,2018-12-28
486200,2019-04-22,2019-05-03
486310,2019-01-03,2019-01-03
486361,2018-04-25,2018-06-07
486361,2018-06-12,2018-06-28
486361,2018-07-06,2018-08-06
486361,2018-09-25,2018-10-08
486361,2018-10-16,2018-10-29
486361,2019-10-18,2019-10-25
486361,2019-10-29,2019-11-29
486361,2020-02-06,2020-03-02
486361,2020-03-05,2020-03-05
486361,2020-03-09,2020-04-03
486392,2019-05-21,2019-05-31
486392,2019-11-19,2019-12-02
486392,2019-12-17,2019-12-27
486392,2020-05-19,2020-07-23
486392,2020-07-27,2020-08-05
486392,2020-08-07,2020-08-10
486392,2020-08-14,2020-11-27
486405,2018-01-01,2018-01-31
486405,2018-02-02,2018-02-02
486405,2018-02-07,2018-02-07
486405,2018-02-13,2018-04-17
486405,2018-12-03,2018-12-13
486405,2018-12-17,2018-12-17
486405,2019-01-03,2019-02-05
486405,2019-09-16,2019-10-29
486405,2019-11-01,2019-11-15
486405,2019-11-19,2019-11-19
486405,2020-01-01,2020-05-04
486405,2020-06-19,2020-06-22
486405,2020-06-29,2020-06-30
486405,2020-07-10,2020-07-29
486490,2018-01-29,2018-03-15
486490,2018-10-09,2018-12-21
486490,2019-07-01,2019-07-01
486490,2019-07-15,2019-07-15
486490,2019-09-09,2019-10-09
486490,2019-11-18,2019-11-18
486490,2020-07-13,2020-07-13
486490,2020-07-29,2020-07-29
486490,2020-09-07,2020-09-07
486490,2020-09-18,2020-10-30
486507,2018-04-03,2018-04-05
486554,2019-11-28,2019-12-23
486554,2020-06-16,2020-07-29
486584,2020-12-01,2021-01-06
486653,2018-06-25,2018-11-16
486750,2020-01-20,2020-01-27
486750,2020-06-10,2020-06-10
486750,2020-11-17,2020-11-17
486750,2020-11-30,2020-11-30
486821,2018-05-07,2018-06-19
486821,2018-07-04,2018-10-19
486860,2018-04-09,2018-04-09
486860,2018-10-02,2018-10-08
486860,2018-10-10,2018-10-18
486860,2018-10-26,2018-10-29
486860,2019-05-13,2019-05-13
486860,2019-07-15,2019-07-19
486860,2019-12-12,2019-12-13
486860,2020-01-13,2020-01-15
486873,2018-05-07,2018-06-07
486873,2018-09-17,2018-10-18
486873,2018-10-23,2019-02-20
486873,2019-03-25,2019-03-27
487097,2018-03-15,2018-03-15
487097,2018-03-27,2018-03-28
487097,2018-11-06,2018-11-06
487097,2019-02-01,2019-04-05
487097,2020-06-01,2020-06-02
487097,2020-06-04,2020-06-15
487097,2020-06-17,2020-06-29
487097,2020-07-01,2020-07-13
487097,2020-07-15,2020-08-17
487113,2019-03-11,2019-03-22
487118,2019-02-08,2019-02-13
487118,2019-05-07,2019-05-14
487118,2019-08-22,2019-08-27
487118,2019-10-09,2019-10-10
487118,2019-10-16,2019-10-22
487118,2020-03-16,2020-03-18
487118,2020-06-04,2020-06-19
487138,2019-05-01,2019-05-22
487138,2019-07-09,2019-07-09
487138,2019-07-11,2019-08-23
487138,2019-10-22,2020-01-10
487143,2019-01-28,2019-02-20
487143,2019-02-26,2019-03-11
487143,2019-03-15,2019-03-26
487143,2019-03-29,2019-04-01
487143,2019-04-08,2019-05-27
487143,2019-05-29,2019-05-29
487143,2019-06-04,2019-06-04
487143,2019-06-17,2019-06-18
487143,2020-01-01,2020-01-24
487143,2020-04-24,2020-04-24
487143,2020-05-19,2020-07-10
487143,2020-09-23,2020-09-23
487143,2020-11-16,2021-01-06
487179,2019-09-04,2019-09-26
487179,2019-10-08,2019-10-18
487179,2019-10-22,2019-10-22
487179,2019-10-30,2019-12-03
487179,2020-04-07,2020-04-28
487249,2019-09-23,2019-09-23
487249,2019-09-30,2019-10-02
487332,2019-08-23,2019-08-26
487361,2018-04-17,2018-05-02
487361,2019-10-29,2019-11-01
487361,2020-03-16,2020-03-24
487361,2020-04-08,2020-06-17
487432,2018-04-18,2018-11-02
487456,2020-07-13,2020-07-13
487459,2018-09-19,2018-09-19
487459,2019-01-30,2019-02-20
487459,2019-02-26,2019-03-20
487459,2019-03-29,2019-04-05
487459,2019-06-17,2019-07-08
487459,2019-08-02,2020-02-18
487459,2020-02-21,2020-08-17
487459,2020-08-20,2020-08-20
487459,2020-09-04,2020-09-09
487459,2020-10-19,2020-10-30
487459,2020-12-04,2020-12-10
487566,2020-07-24,2020-08-20
487566,2020-08-31,2020-12-07
487592,2018-05-11,2018-05-11
487592,2018-05-16,2018-05-18
487592,2018-05-29,2018-05-31
487592,2018-06-07,2018-07-13
487592,2018-07-26,2018-08-20
487592,2018-10-31,2018-12-06
487592,2018-12-14,2018-12-14
487592,2018-12-18,2018-12-18
487592,2018-12-20,2018-12-27
487592,2019-01-22,2019-02-07
487592,2019-02-19,2019-02-20
487592,2019-04-04,2019-04-04
487592,2019-04-30,2019-05-03
487592,2019-07-26,2019-07-29
487592,2020-03-23,2020-04-15
487594,2018-01-03,2018-01-03
487594,2018-01-15,2018-01-24
487594,2018-01-30,2018-01-31
487594,2018-02-05,2018-02-06
487594,2018-02-12,2018-03-23
487594,2018-07-25,2018-07-26
487594,2018-07-31,2018-08-10
487594,2019-01-29,2019-02-05
487594,2019-08-15,2019-08-15
487594,2019-12-09,2019-12-09
487594,2020-09-17,2020-12-22
487613,2020-06-04,2020-06-08
487613,2020-06-16,2020-06-22
487617,2019-05-21,2019-05-21
487617,2019-08-27,2019-08-28
487617,2019-09-03,2019-09-10
487617,2019-09-23,2019-10-04
487617,2019-10-08,2019-10-08
487617,2020-03-11,2020-09-04
487646,2019-12-23,2019-12-27
487692,2018-10-29,2018-10-29
487692,2018-10-31,2018-10-31
487696,2018-07-17,2018-09-13
487696,2020-09-15,2020-09-23
487725,2018-07-04,2018-07-10
487731,2018-07-10,2018-07-10
487740,2018-08-10,2019-02-20
487740,2019-03-05,2019-12-27
487801,2018-01-03,2018-01-03
487801,2018-08-24,2018-08-28
487801,2018-09-18,2018-09-24
487801,2018-10-09,2018-11-22
487801,2018-11-27,2018-11-27
487801,2019-01-08,2019-01-29
487801,2019-02-28,2019-03-07
487801,2019-03-12,2019-03-13
487801,2019-03-19,2019-03-19
487801,2019-04-03,2019-04-03
487801,2019-04-29,2019-07-26
487801,2020-06-08,2020-06-10
487801,2020-06-30,2020-06-30
487801,2020-07-08,2020-07-27
487801,2020-12-21,2020-12-21
487959,2019-05-28,2020-02-18
487959,2020-02-21,2020-04-03
487961,2018-12-11,2018-12-12
487961,2018-12-17,2018-12-17
487961,2018-12-21,2018-12-21
487961,2019-01-28,2019-01-28
488038,2019-01-03,2019-01-04
488114,2019-09-03,2021-01-06
488115,2018-11-20,2018-12-17
488115,2018-12-28,2019-01-03
488115,2019-02-12,2019-02-20
488115,2019-03-11,2019-03-13
488115,2019-05-27,2019-05-31
488129,2019-04-22,2019-05-02
488129,2019-05-15,2019-05-15
488129,2019-07-02,2019-07-08
488129,2020-05-13,2020-05-13
488129,2020-12-14,2021-01-06
488140,2018-01-01,2018-01-01
488140,2018-01-04,2018-01-08
488140,2018-01-15,2018-01-22
488140,2018-06-11,2018-07-05
488140,2018-08-08,2018-08-20
488140,2018-09-05,2018-09-12
488140,2019-10-31,2020-01-06
488140,2020-01-08,2020-01-08
488152,2018-02-21,2018-04-10
488152,2019-05-01,2019-10-15
488152,2019-11-06,2019-11-29
488152,2019-12-03,2019-12-09
488152,2020-01-07,2020-01-08
488152,2020-07-21,2020-07-21
488152,2020-07-23,2020-12-07
488213,2019-08-22,2021-01-06
488228,2018-01-01,2018-01-10
488228,2019-09-23,2019-10-09
488228,2019-11-07,2019-11-07
488228,2020-12-08,2021-01-06
488258,2018-12-31,2019-01-01
488258,2019-01-28,2019-01-28
488258,2019-02-11,2019-02-11
488258,2019-02-25,2019-02-25
488258,2019-03-11,2019-03-11
488258,2019-03-25,2019-03-25
488258,2019-04-08,2019-04-08
488258,2019-05-06,2019-05-06
488258,2019-06-03,2019-06-03
488258,2019-06-17,2019-06-17
488258,2019-07-01,2019-07-01
488258,2019-07-15,2019-07-15
488258,2019-07-29,2019-07-29
488258,2019-08-12,2019-08-12
488258,2019-08-26,2019-08-26
488258,2019-09-09,2019-09-09
488258,2019-09-23,2019-09-23
488258,2020-01-08,2020-01-10
488258,2020-01-24,2020-01-24
488258,2020-01-30,2020-02-03
488258,2020-02-24,2020-02-24
488258,2020-02-28,2020-05-05
488258,2020-05-07,2020-05-13
488258,2020-07-07,2020-07-07
488258,2020-10-02,2020-10-02
488271,2020-04-24,2020-04-29
488374,2018-05-01,2018-05-16
488374,2018-06-07,2018-06-18
488374,2019-02-07,2019-02-07
488374,2019-02-20,2019-03-06
488374,2020-09-10,2020-10-14
488374,2020-10-21,2020-10-22
488374,2020-11-02,2020-11-02
488374,2020-11-18,2020-11-23
488374,2020-11-30,2020-11-30
488451,2018-01-01,2018-01-12
488451,2018-01-29,2018-02-08
488451,2018-02-12,2018-02-13
488451,2018-03-14,2018-03-15
488451,2018-10-15,2018-10-15
488451,2019-01-29,2019-02-21
488451,2019-02-26,2019-03-07
488451,2019-04-24,2019-05-15
488451,2019-07-16,2019-07-16
488451,2019-07-23,2019-07-26
488451,2019-09-11,2019-09-11
488451,2019-09-23,2019-10-25
488451,2019-10-29,2019-10-29
488451,2019-12-02,2020-01-13
488451,2020-02-24,2020-04-15
488451,2020-07-01,2020-07-01
488451,2020-08-12,2020-08-17
488455,2018-11-26,2018-11-30
488455,2019-07-30,2019-07-30
488455,2019-08-02,2019-08-05
488455,2020-11-02,2020-11-02
488455,2020-11-06,2021-01-06
488468,2019-03-25,2019-03-26
488468,2019-08-28,2019-08-28
488471,2018-03-21,2018-03-21
488471,2018-04-03,2018-04-17
488471,2018-04-23,2018-07-27
488471,2018-09-24,2018-10-23
488471,2019-01-16,2019-02-08
488471,2019-02-25,2019-02-26
488471,2019-03-07,2019-03-11
488471,2019-09-09,2019-09-09
488471,2019-11-04,2019-11-04
488471,2019-11-08,2020-01-20
488471,2020-01-28,2020-01-28
488471,2020-02-03,2020-02-07
488471,2020-07-27,2020-07-27
488496,2018-04-30,2018-05-04
488496,2018-05-21,2018-06-01
488496,2018-06-18,2018-07-05
488496,2018-07-17,2018-07-30
488496,2019-04-30,2019-04-30
488496,2019-05-02,2019-05-16
488496,2020-06-19,2020-06-30
488617,2018-09-07,2018-09-21
488617,2018-09-25,2019-03-27
488617,2019-04-30,2019-06-14
488625,2019-06-13,2019-06-14
488625,2019-07-05,2019-07-19
488625,2019-08-26,2019-08-26
488625,2019-10-21,2019-10-25
488625,2019-11-18,2019-11-18
488625,2019-11-28,2019-11-29
488625,2019-12-04,2020-07-10
488688,2018-11-22,2018-11-23
488730,2019-08-20,2019-08-20
488739,2020-03-02,2020-09-07
488739,2020-09-25,2020-09-25
488739,2020-10-22,2021-01-06
488741,2018-01-01,2018-01-15
488741,2018-01-17,2018-01-29
488741,2018-02-01,2018-02-13
488741,2018-02-26,2018-02-26
488741,2018-02-28,2018-03-09
488741,2018-05-14,2018-05-18
488741,2018-08-14,2018-09-07
488741,2018-11-20,2018-12-27
488741,2019-01-29,2019-01-29
488741,2019-02-08,2019-02-13
488741,2019-03-08,2019-03-20
488741,2019-04-24,2019-04-24
488741,2019-05-06,2019-05-06
488741,2019-05-15,2019-05-31
488767,2019-08-13,2019-08-15
488788,2018-01-01,2018-01-15
488788,2018-01-19,2018-01-26
488788,2018-01-31,2018-01-31
488788,2018-02-12,2018-02-12
488788,2018-03-13,2018-03-16
488788,2018-05-15,2018-05-21
488788,2018-07-17,2018-07-19
488788,2018-07-23,2018-07-27
488788,2018-08-28,2018-09-17
488788,2018-09-25,2018-09-27
488788,2018-10-04,2018-10-08
488788,2018-10-11,2018-10-17
488788,2018-10-19,2018-10-22
488788,2018-10-24,2018-10-24
488788,2018-11-20,2018-11-21
488788,2018-11-29,2019-01-03
488788,2019-12-03,2020-01-31
488791,2019-10-08,2019-12-13
488847,2018-10-23,2018-10-25
488847,2019-02-26,2019-02-27
488847,2019-03-01,2019-05-06
488847,2019-05-14,2019-05-14
488847,2019-05-16,2019-05-16
488847,2019-05-27,2019-05-27
488847,2019-06-04,2019-09-04
488847,2019-09-11,2019-09-23
488847,2020-03-11,2020-04-17
488847,2020-04-21,2020-06-24
488847,2020-06-30,2020-12-21
488875,2020-03-30,2020-04-23
488875,2020-05-18,2021-01-06
488886,2018-02-26,2018-03-05
488886,2018-03-07,2018-03-07
488886,2020-04-06,2020-04-06
488886,2020-12-29,2021-01-06
488963,2018-03-19,2018-03-28
488963,2019-08-28,2019-10-28
488963,2019-10-30,2020-05-25
488963,2020-06-08,2020-07-16
488963,2020-11-11,2021-01-06
489011,2018-01-01,2018-01-01
489011,2018-02-27,2018-06-01
489081,2020-10-27,2020-10-29
489128,2019-07-23,2019-07-23
489149,2018-01-08,2018-01-08
489149,2018-01-10,2018-01-10
489149,2018-10-22,2018-10-22
489149,2019-02-08,2019-02-13
489149,2020-09-01,2020-09-01
489160,2018-05-01,2018-06-07
489160,2018-06-20,2018-07-13
489215,2019-09-18,2019-12-09
489215,2020-05-18,2020-05-18
489264,2018-09-11,2018-09-18
489264,2020-01-10,2020-01-13
489264,2020-04-15,2020-04-15
489264,2020-04-27,2020-04-30
489264,2020-06-09,2020-06-10
489264,2020-06-12,2020-06-15
489306,2018-01-18,2018-02-12
489306,2018-02-27,2018-02-27
489306,2018-03-08,2018-03-12
489306,2018-03-22,2018-03-26
489306,2018-04-05,2018-04-10
489306,2018-12-11,2018-12-11
489306,2018-12-18,2019-01-09
489306,2019-03-11,2019-03-11
489306,2019-03-14,2019-05-21
489306,2019-05-23,2019-05-28
489306,2019-06-06,2019-06-18
489306,2019-10-22,2019-11-15
489306,2020-03-04,2020-03-11
489433,2018-11-21,2018-11-21
489433,2019-03-05,2019-03-06
489433,2019-11-18,2019-11-18
489433,2019-12-27,2019-12-27
489433,2020-04-06,2020-04-06
489459,2020-10-14,2020-10-14
489508,2019-10-15,2019-12-13
489512,2019-01-03,2019-01-10
489512,2019-02-25,2019-03-22
489523,2019-03-12,2019-03-13
489523,2020-09-23,2020-09-23
489523,2021-01-05,2021-01-06
489548,2020-04-06,2020-04-15
489548,2020-08-26,2020-10-09
489548,2020-11-20,2021-01-06
489551,2018-09-05,2018-09-05
489551,2019-01-14,2019-02-28
489551,2020-01-03,2020-03-05
489558,2018-01-26,2018-01-26
489558,2018-02-28,2018-03-01
489558,2018-03-22,2018-05-21
489558,2018-05-28,2018-05-28
489558,2018-06-22,2018-06-28
489558,2018-07-03,2018-07-03
489558,2018-07-12,2018-07-16
489558,2018-11-28,2019-01-10
489558,2019-01-25,2019-02-04
489558,2019-04-26,2019-06-18
489558,2019-08-15,2019-08-15
489558,2019-08-27,2019-09-02
489558,2019-09-13,2019-09-13
489558,2019-09-27,2019-10-02
489558,2019-10-23,2019-10-25
489558,2019-10-29,2019-11-05
489558,2019-11-22,2019-12-19
489558,2020-03-27,2020-05-14
489558,2020-05-27,2020-07-01
489558,2020-11-16,2021-01-06
489623,2019-01-28,2019-01-28
489623,2019-01-30,2019-04-17
489623,2020-07-30,2020-09-14
489623,2020-09-22,2020-09-22
489623,2020-10-19,2020-10-30
489652,2019-04-04,2019-05-16
489662,2018-03-09,2018-03-09
489662,2018-07-10,2018-07-10
489662,2018-11-06,2018-11-08
489662,2018-11-13,2018-11-13
489798,2018-09-04,2018-09-05
489798,2018-10-01,2018-10-04
489811,2019-04-05,2019-04-05
489811,2019-07-30,2019-08-02
489811,2019-10-09,2019-12-27
489818,2018-04-09,2018-04-17
489818,2019-11-27,2020-01-06
489818,2020-06-15,2020-09-04
489861,2018-01-01,2018-01-26
489861,2018-02-12,2018-03-23
489863,2018-08-15,2018-08-15
489863,2018-08-20,2018-08-30
489863,2018-09-10,2018-11-27
489863,2019-03-21,2019-04-17
489899,2019-06-04,2019-06-04
489899,2019-06-12,2019-06-13
489899,2019-09-16,2019-09-17
489899,2019-10-11,2019-10-11
489899,2020-03-23,2020-08-13
489899,2020-08-17,2020-10-21
489899,2020-10-23,2020-10-27
489899,2020-11-02,2020-11-27
489900,2018-07-27,2018-08-02
489900,2018-08-24,2018-08-28
489900,2018-11-07,2018-11-08
489900,2018-11-12,2018-11-21
489900,2019-05-20,2019-06-14
489900,2020-09-18,2020-09-21
489900,2020-12-28,2021-01-01
489909,2020-01-03,2020-01-03
489909,2020-09-08,2020-10-16
490029,2018-07-06,2018-08-24
490101,2019-05-21,2019-06-03
490101,2019-08-29,2019-08-29
490101,2019-09-13,2019-09-16
